gender,center,year,days,postal,same_route,r_fastest,r_cheapest,r_confortable,r_onlyoption,r_environmental,r_healthiest,r_needprivate,total_travels,private_ratio,public_ratio,active_ratio,Latitude,Longitude,Distance
Woman,ETSECCPB,First,5,8914.0,Yes,No,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.44432904458552,2.223749820836445,11.304942499566788
Man,FIB,Fourth,5,8042.0,Yes,No,No,Yes,No,Yes,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.44582190816,2.17393302264,8.293966067277841
Man,ETSECCPB,Fourth,5,8950.0,Yes,Yes,Yes,No,No,No,No,No,3,1.0,0.0,0.0,41.37410139552239,2.0887492253731343,2.4264062428862068
Woman,ETSAV,Fourth,5,8010.0,Yes,Yes,No,No,No,Yes,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.39150376802575,2.17463527446352,5.328921913121705
Man,ESEIAAT,Third,5,8201.0,Yes,Yes,No,Yes,No,No,No,No,2,0.5,0.0,0.5,41.54684474057972,2.106155472463768,17.642274141111475
Woman,FME,First,5,8206.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,1.0,0.0,41.55452011585366,2.0914203768292685,18.562764355973894
Man,ETSETB,Second,5,8034.0,Yes,Yes,No,Yes,No,No,No,No,1,0.0,0.0,1.0,41.39371482472387,2.117848473831776,0.8468604032086408
Woman,EPSEB,Fourth,3,8024.0,No,Yes,No,No,Yes,No,No,No,6,0.0,1.0,0.0,41.41110394556075,2.1594220838785048,4.785385490636497
Non binary,ETSAB,Third,5,8903.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.37170643939394,2.125971808080808,2.2001050805374645
Man,ESEIAAT,Third,5,8195.0,Yes,Yes,No,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.46897777633588,2.0601545251908395,9.946456390228333
Woman,EPSEB,Fourth,4,8870.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.23912464491274,1.808261547695094,30.273785003137416
Woman,ESEIAAT,Third,5,8030.0,Yes,Yes,No,No,No,No,No,No,2,0.5,0.0,0.5,41.43484115544712,2.191761195383804,8.515615293430308
Man,FIB,Fourth,4,8907.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.35289869426336,2.109963224771838,3.90382439038074
Man,EEABB,Fourth,4,8041.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.41779478779783,2.176250534368231,6.372840174770625
Man,ETSECCPB,Fourth,5,8360.0,Yes,Yes,No,No,No,No,No,No,3,0.3333333333333333,0.6666666666666666,0.0,41.58861564817518,2.581127286131387,45.1341208354747
Man,EEBE,Fourth,3,8904.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.37349974528302,2.116355579245284,1.6737779012254774
Man,FIB,Fourth,1,8940.0,No,Yes,No,Yes,No,No,No,No,4,0.0,0.75,0.25,41.3607134625498,2.0793684824701195,4.031246496663568
Woman,EPSEM,Second,5,8251.0,Yes,Yes,No,Yes,No,No,No,No,3,1.0,0.0,0.0,41.788997916666666,1.8402884166666669,49.92994062434632
Man,ESEIAAT,Fourth,1,8140.0,Yes,No,No,No,No,No,No,Yes,3,0.3333333333333333,0.0,0.6666666666666666,41.63196876842105,2.1666461657894738,27.48596600900241
Woman,ETSEIB,First,4,8390.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.467771409375,2.2787653,16.57902347718014
Man,ETSEIB,Second,4,8030.0,Yes,Yes,No,No,No,No,Yes,No,3,0.0,0.0,1.0,41.43484115544712,2.191761195383804,8.515615293430308
Woman,EEABB,First,4,8016.0,No,No,Yes,No,Yes,No,No,No,6,0.0,0.6666666666666666,0.3333333333333333,41.43449825711711,2.1795576403603603,7.707002026861444
Woman,EPSEB,Fourth,4,8204.0,Yes,Yes,No,No,No,No,No,Yes,3,0.0,0.6666666666666666,0.3333333333333333,41.52886305714286,2.111208938095238,15.64034299750116
Man,ESEIAAT,Third,5,8222.0,Yes,Yes,No,No,Yes,No,No,No,3,0.0,0.0,1.0,41.56425558888889,2.0251177222222223,20.846935000968863
Man,EPSEM,Third,5,25001.0,Yes,Yes,No,No,No,No,No,Yes,1,1.0,0.0,0.0,41.60530075366759,0.6390035190653048,125.26397914937355
Man,ESEIAAT,First,5,8262.0,Yes,Yes,Yes,No,No,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.78232295,1.78359465,51.60832484621605
Woman,ESEIAAT,Second,5,8023.0,Yes,No,Yes,No,No,Yes,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.41117653727455,2.1454316,3.853847488256764
Woman,ETSAB,Third,5,8028.0,Yes,Yes,No,No,No,No,No,No,2,0.0,1.0,0.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Woman,ESEIAAT,Third,5,8691.0,Yes,No,No,No,Yes,No,No,No,3,0.3333333333333333,0.6666666666666666,0.0,41.60987333333333,1.845305883333333,33.158771172604084
Woman,EPSEB,Third,4,8018.0,No,Yes,No,Yes,No,No,No,No,6,0.0,1.0,0.0,41.40354271634696,2.191752814178482,6.962340961738018
Woman,EPSEB,Fourth,1,8304.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.55012427362637,2.462681282967033,34.44847245726733
Man,EPSEVG,Third,2,8800.0,Yes,No,Yes,No,No,No,No,No,1,0.0,0.0,1.0,41.22357625993385,1.7172047798305676,37.70504617773941
Woman,ETSEIB,Second,3,8940.0,Yes,Yes,No,No,No,No,No,No,2,0.0,1.0,0.0,41.3607134625498,2.0793684824701195,4.031246496663568
Man,EPSEM,Second,5,8787.0,Yes,No,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.5432484,1.64955,42.23483844455691
Woman,EPSEVG,First,5,8870.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.23912464491274,1.808261547695094,30.273785003137416
Man,ETSETB,Second,5,8015.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.37769295381944,2.157903889236111,4.0811379716437495
NR/DK,EEBE,First,5,8820.0,No,Yes,No,Yes,No,No,No,No,6,0.0,0.6666666666666666,0.3333333333333333,41.32393623061224,2.099799305867347,7.181665825639808
Man,FIB,First,4,8032.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.0,1.0,41.42263923355818,2.1613303767284995,5.693615561251612
Man,ETSETB,Third,5,8193.0,Yes,No,No,No,No,Yes,Yes,No,2,0.0,0.5,0.5,41.50106421,2.1022720675,12.57448848957452
Woman,ETSEIB,Third,5,8007.0,Yes,Yes,No,No,No,Yes,No,No,3,0.0,0.0,1.0,41.390234340645165,2.1653783116129035,4.547365145547395
Woman,ETSAB,Fourth,4,8028.0,Yes,No,Yes,No,No,Yes,No,No,3,0.0,0.0,1.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,ETSEIB,First,5,8024.0,Yes,No,Yes,Yes,No,No,No,No,1,0.0,1.0,0.0,41.41110394556075,2.1594220838785048,4.785385490636497
Woman,FIB,First,5,8028.0,No,No,No,No,No,No,Yes,No,4,0.0,1.0,0.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,EPSEB,Second,4,8904.0,Yes,No,Yes,No,No,Yes,No,No,3,0.0,0.0,1.0,41.37349974528302,2.116355579245284,1.6737779012254774
Man,EEABB,Second,3,8401.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.60634273333333,2.286286796296296,28.317134785998874
Man,FIB,Fourth,1,8025.0,Yes,Yes,No,Yes,No,No,No,No,3,0.6666666666666666,0.3333333333333333,0.0,41.40889555323325,2.1709480372979217,5.515904036968885
Woman,FIB,First,4,8001.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.38059519199438,2.169557888623596,4.960133018364982
Woman,FNB,Fourth,3,8775.0,Yes,No,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.4468179,1.7288826199999998,32.61313267979174
Man,ESEIAAT,Second,5,8222.0,Yes,Yes,No,No,Yes,No,No,No,1,0.0,0.0,1.0,41.56425558888889,2.0251177222222223,20.846935000968863
Man,FIB,Third,4,8023.0,No,Yes,Yes,No,No,No,No,No,6,0.5,0.1666666666666666,0.3333333333333333,41.41117653727455,2.1454316,3.853847488256764
Man,ESEIAAT,First,4,8025.0,Yes,Yes,No,No,No,No,No,No,3,1.0,0.0,0.0,41.40889555323325,2.1709480372979217,5.515904036968885
Man,ETSETB,Fourth,6,8173.0,Yes,No,No,Yes,Yes,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.4742246574468,2.077712344680851,9.970215712463055
Man,ESEIAAT,Fourth,5,8002.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.0,1.0,41.3819834004138,2.176413193149425,5.505338253143316
Man,EEBE,First,5,8012.0,Yes,Yes,No,Yes,No,No,No,No,1,0.0,1.0,0.0,41.40275668087548,2.1569115219719506,4.166350464626095
Woman,EEBE,Third,4,8911.0,Yes,Yes,No,No,No,No,No,Yes,3,1.0,0.0,0.0,41.4531459166113,2.253104680730897,13.901078426337602
Man,EEBE,Second,5,8028.0,No,No,No,No,Yes,No,No,No,4,0.0,0.75,0.25,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,EEBE,Second,5,8810.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.26012005260991,1.7805351567594272,31.10786686418033
Man,EEBE,Fourth,5,8850.0,Yes,No,No,Yes,No,No,No,No,3,0.0,1.0,0.0,41.28276916601941,2.0145235427184467,14.213448206259708
Man,ETSEIB,Fourth,3,43005.0,Yes,No,Yes,No,Yes,No,No,No,3,0.6666666666666666,0.3333333333333333,0.0,41.11651317454545,1.243376538181818,78.72944802109521
Man,EEBE,Fourth,4,8021.0,Yes,Yes,No,Yes,No,No,No,No,3,1.0,0.0,0.0,41.39623459653333,2.1414057384,2.6941059454559344
Man,FNB,First,5,8930.0,Yes,Yes,No,No,Yes,No,No,No,1,0.0,1.0,0.0,41.42816950847583,2.2197942701115245,10.12337740984334
Man,EEBE,First,6,8016.0,Yes,No,Yes,No,No,Yes,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.43449825711711,2.1795576403603603,7.707002026861444
Man,FIB,Second,5,8906.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.37055954868421,2.100675274122807,2.127693571837536
NR/DK,ETSECCPB,Fourth,5,8904.0,Yes,Yes,No,No,No,No,No,No,3,0.3333333333333333,0.0,0.6666666666666666,41.37349974528302,2.116355579245284,1.6737779012254774
Man,ESEIAAT,First,5,8034.0,Yes,Yes,No,No,Yes,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.39371482472387,2.117848473831776,0.8468604032086408
Man,ETSEIB,Third,5,8173.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.4742246574468,2.077712344680851,9.970215712463055
Woman,FME,Second,5,8034.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.0,1.0,41.39371482472387,2.117848473831776,0.8468604032086408
Woman,FOOT,First,3,8027.0,No,Yes,No,No,Yes,No,No,No,6,0.0,1.0,0.0,41.42210114836013,2.1859659655305466,7.315332171609159
Woman,ESEIAAT,Second,5,8210.0,No,Yes,No,No,No,No,No,No,6,0.0,0.6666666666666666,0.3333333333333333,41.51683195454546,2.127285452272728,14.368008639254596
Man,EPSEM,Third,5,8242.0,Yes,No,No,No,No,No,No,No,1,0.0,0.0,1.0,41.73079093225807,1.825638696774193,44.90162952906903
Man,FME,Third,5,8028.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.0,1.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,ETSEIB,Second,3,8029.0,No,Yes,No,Yes,No,No,No,No,6,0.0,0.8333333333333334,0.1666666666666666,41.38660270361248,2.14637941543514,2.956172645857166
Man,ESEIAAT,Second,3,8757.0,Yes,Yes,No,Yes,No,No,No,No,3,1.0,0.0,0.0,41.41733636893204,1.913733658252428,16.820622285560397
Woman,EPSEVG,Fourth,2,17458.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.93290253333333,2.807028,83.79748041134717
Man,FME,First,5,8005.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.39960074427861,2.201018413598673,7.629993511144085
Man,FIB,Fourth,3,8028.0,Yes,No,Yes,No,No,Yes,No,No,1,0.0,0.0,1.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,ETSEIB,Third,3,8015.0,Yes,Yes,No,No,No,No,No,No,3,1.0,0.0,0.0,41.37769295381944,2.157903889236111,4.0811379716437495
Man,EPSEVG,Fourth,5,8770.0,Yes,No,No,No,Yes,No,No,No,1,1.0,0.0,0.0,41.411114075,1.787593925,27.1732390066684
Woman,FOOT,Fourth,2,8901.0,Yes,No,No,No,Yes,No,No,No,1,0.0,1.0,0.0,41.36177004311927,2.10426013440367,2.9728101549659915
Woman,ETSEIB,Second,5,8034.0,Yes,Yes,No,No,Yes,No,No,No,2,0.0,0.0,1.0,41.39371482472387,2.117848473831776,0.8468604032086408
Woman,ETSETB,Third,5,8036.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.38986816722689,2.1517556033613445,3.4075132374150914
Man,EEBE,Fourth,5,8031.0,No,Yes,No,No,No,No,No,Yes,2,1.0,0.0,0.0,41.430806620215634,2.1651396603773585,6.556434297087386
Man,EPSEB,Fourth,5,8014.0,Yes,Yes,No,No,No,No,No,No,1,1.0,0.0,0.0,41.37554342468619,2.136406735983264,2.532082851110252
Man,EETAC,Fourth,5,8130.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.531490485714286,2.184641182857143,17.07623617785094
Man,FIB,Third,5,8304.0,Yes,No,Yes,No,No,No,No,Yes,3,0.0,0.6666666666666666,0.3333333333333333,41.55012427362637,2.462681282967033,34.44847245726733
Woman,EEBE,Fourth,4,8029.0,Yes,No,Yes,Yes,No,No,No,No,3,0.0,1.0,0.0,41.38660270361248,2.14637941543514,2.956172645857166
Man,FIB,Fourth,3,8820.0,Yes,Yes,No,Yes,No,No,No,No,1,0.0,1.0,0.0,41.32393623061224,2.099799305867347,7.181665825639808
Man,EEBE,First,3,8820.0,Yes,Yes,No,No,No,No,No,Yes,1,1.0,0.0,0.0,41.32393623061224,2.099799305867347,7.181665825639808
Woman,ETSETB,Third,5,8224.0,Yes,Yes,No,No,Yes,No,No,No,2,0.0,0.5,0.5,41.56090184102564,2.0021212589743587,21.24695714606752
Man,EPSEM,Fourth,3,8250.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.74290497724945,1.803949658961229,47.00767122588665
Man,EPSEVG,Fourth,3,8784.0,Yes,Yes,Yes,No,No,No,No,No,1,1.0,0.0,0.0,41.525608778431376,1.7417724647058823,34.43234545513585
Man,ESEIAAT,Third,5,8041.0,Yes,Yes,No,Yes,No,No,No,No,2,0.5,0.0,0.5,41.41779478779783,2.176250534368231,6.372840174770625
Man,ETSEIB,First,5,8029.0,Yes,No,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.38660270361248,2.14637941543514,2.956172645857166
Man,ESEIAAT,Third,4,8110.0,Yes,No,Yes,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.48281298163764,2.182922593205575,12.117783622630771
Woman,ETSAV,Fourth,4,8225.0,Yes,No,Yes,No,No,No,No,No,3,0.6666666666666666,0.3333333333333333,0.0,41.57555601627907,2.0045475325581394,22.64752581936345
Woman,EEABB,Third,4,43005.0,Yes,No,Yes,Yes,No,No,No,No,3,0.0,1.0,0.0,41.11651317454545,1.243376538181818,78.72944802109521
Man,FIB,Fourth,3,8302.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.53492873728813,2.4362616559322032,31.688887640233293
Woman,ETSAB,First,3,8026.0,No,Yes,Yes,No,No,No,No,No,6,0.1666666666666666,0.1666666666666666,0.6666666666666666,41.41182252736954,2.185393102662407,6.751936546524625
Woman,EPSEB,First,2,8191.0,No,Yes,No,Yes,No,No,No,No,6,0.0,0.6666666666666666,0.3333333333333333,41.499861449874686,2.038029230576441,13.838861668490374
Man,EEBE,Fourth,3,8302.0,Yes,No,Yes,No,No,No,No,Yes,2,0.0,1.0,0.0,41.53492873728813,2.4362616559322032,31.688887640233293
Woman,EEABB,First,5,8850.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.28276916601941,2.0145235427184467,14.213448206259708
Woman,FIB,Second,3,8036.0,Yes,Yes,Yes,No,No,No,No,No,3,1.0,0.0,0.0,41.38986816722689,2.1517556033613445,3.4075132374150914
Man,ETSETB,Third,5,8032.0,No,No,Yes,No,No,Yes,No,No,4,0.0,0.5,0.5,41.42263923355818,2.1613303767284995,5.693615561251612
Woman,EEABB,Third,4,8030.0,No,Yes,Yes,No,No,No,No,No,4,0.0,0.75,0.25,41.43484115544712,2.191761195383804,8.515615293430308
Woman,ETSETB,Fourth,1,8014.0,Yes,No,Yes,Yes,No,No,No,No,3,0.0,1.0,0.0,41.37554342468619,2.136406735983264,2.532082851110252
Woman,ESEIAAT,First,2,8700.0,Yes,Yes,No,No,Yes,No,No,No,2,1.0,0.0,0.0,41.58278654418604,1.6181138558139534,46.50632225037548
Man,EPSEM,First,4,8630.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.5159135,1.9008338111111112,22.590817559525032
Woman,EPSEB,Second,4,8904.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,1.0,0.0,41.37349974528302,2.116355579245284,1.6737779012254774
Man,ETSETB,Fourth,5,8027.0,Yes,Yes,No,Yes,No,No,No,No,1,0.0,1.0,0.0,41.42210114836013,2.1859659655305466,7.315332171609159
Woman,ETSECCPB,Second,4,8024.0,Yes,No,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.41110394556075,2.1594220838785048,4.785385490636497
Man,ESEIAAT,Second,4,8222.0,Yes,Yes,No,No,No,No,No,No,1,0.0,0.0,1.0,41.56425558888889,2.0251177222222223,20.846935000968863
NR/DK,ETSAB,Fourth,4,8028.0,No,No,Yes,Yes,No,No,No,No,2,1.0,0.0,0.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Woman,ETSECCPB,Third,5,8005.0,No,Yes,No,No,No,Yes,No,No,6,0.0,1.0,0.0,41.39960074427861,2.201018413598673,7.629993511144085
Woman,FIB,First,5,8027.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.42210114836013,2.1859659655305466,7.315332171609159
Man,FIB,First,3,8173.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.4742246574468,2.077712344680851,9.970215712463055
Woman,EETAC,Second,5,8020.0,No,No,Yes,No,No,Yes,No,No,6,0.0,0.5,0.5,41.42075345,2.201856531962617,8.414853093004373
Man,EPSEB,Fourth,1,7702.0,Yes,No,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,39.8853654007992,4.266165729420579,247.131069212702
Man,FNB,First,5,8011.0,Yes,Yes,Yes,No,No,No,No,No,1,1.0,0.0,0.0,41.3843794375,2.1589732145,4.0258558548027
Man,FIB,Fourth,3,8402.0,Yes,No,Yes,No,No,Yes,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.60392092,2.290787645714285,28.284885074428946
Man,ESEIAAT,Fourth,5,8221.0,Yes,No,Yes,Yes,No,No,No,No,3,0.3333333333333333,0.0,0.6666666666666666,41.56426562711864,2.011561513559322,21.2645722256118
Man,ETSECCPB,Third,5,17001.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.98388663065868,2.81947278,88.64510587756936
Woman,ETSETB,Second,5,8302.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.53492873728813,2.4362616559322032,31.688887640233293
Man,EPSEB,Fourth,1,17217.0,Yes,No,No,No,No,No,No,Yes,3,1.0,0.0,0.0,42.5620094,-2.3561312,392.4869221970227
Man,FIB,Third,5,8913.0,Yes,No,No,No,Yes,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.43872083630332,2.218347277345972,10.587921846111517
Man,FME,Second,5,8395.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.602286004,2.623380076,48.95019292917832
Man,ETSAB,First,5,8037.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.39925879097525,2.1648714873362445,4.667536874203934
Man,EETAC,First,5,8030.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.43484115544712,2.191761195383804,8.515615293430308
Woman,EPSEB,Third,5,8031.0,Yes,No,Yes,Yes,No,No,No,No,1,0.0,1.0,0.0,41.430806620215634,2.1651396603773585,6.556434297087386
Woman,ESEIAAT,First,4,8003.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.38661773595934,2.180351266454892,5.795446271750349
Woman,FOOT,First,4,8233.0,Yes,No,No,No,Yes,No,No,No,2,0.0,0.5,0.5,41.60026456423919,1.9048767644760207,29.190310522639795
Woman,ETSAB,First,2,8904.0,Yes,No,No,No,No,No,Yes,No,3,0.0,0.0,1.0,41.37349974528302,2.116355579245284,1.6737779012254774
Woman,FOOT,Fourth,5,8242.0,Yes,No,No,Yes,No,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.73079093225807,1.825638696774193,44.90162952906903
Woman,EEABB,Second,5,8850.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.28276916601941,2.0145235427184467,14.213448206259708
Man,EEBE,Second,5,8390.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,1.0,0.0,41.467771409375,2.2787653,16.57902347718014
Man,ETSAB,Fourth,5,8629.0,Yes,No,No,No,No,No,No,Yes,3,1.0,0.0,0.0,41.36005059324325,1.985821395945946,10.930739671532496
Man,FIB,Fourth,3,8006.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.40108785798995,2.149211508040201,3.502310723990852
Man,ETSETB,Third,5,8840.0,Yes,No,Yes,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.31476620344828,2.0159679862068964,11.383637000140949
Man,ESEIAAT,Fourth,3,8222.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.0,1.0,41.56425558888889,2.0251177222222223,20.846935000968863
Man,ESEIAAT,Fourth,4,17003.0,Yes,Yes,No,No,No,No,No,Yes,1,1.0,0.0,0.0,41.96530299926704,2.8215323850965066,87.23690996544502
Woman,EEBE,Second,4,8204.0,Yes,No,Yes,Yes,No,No,No,No,3,0.0,1.0,0.0,41.52886305714286,2.111208938095238,15.64034299750116
Woman,ETSEIB,Third,4,8012.0,Yes,No,Yes,Yes,No,No,No,No,2,0.0,0.5,0.5,41.40275668087548,2.1569115219719506,4.166350464626095
Man,ESEIAAT,First,4,8403.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.61261172857143,2.277781557142857,28.562472907543693
Woman,EPSEB,Fourth,3,8912.0,Yes,Yes,No,No,No,No,No,Yes,1,1.0,0.0,0.0,41.44363350805195,2.240403894805195,12.450328346091144
Man,EPSEM,First,5,8290.0,Yes,Yes,No,No,No,No,No,Yes,2,0.5,0.0,0.5,41.49042106822917,2.1386554125,11.601900107089728
Man,ETSEIB,First,5,8940.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,1.0,0.0,41.3607134625498,2.0793684824701195,4.031246496663568
Man,ETSAB,Fourth,2,8005.0,No,Yes,Yes,No,No,No,No,No,6,0.0,1.0,0.0,41.39960074427861,2.201018413598673,7.629993511144085
Woman,EEBE,Second,5,8970.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.3689774,2.063031009375,4.543343211547399
Man,EEBE,Third,5,8018.0,Yes,Yes,No,Yes,No,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.40354271634696,2.191752814178482,6.962340961738018
Man,ETSEIB,First,3,8028.0,Yes,No,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.37818948080073,2.1252601017288444,1.6130676235951116
Woman,FME,First,5,8014.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.37554342468619,2.136406735983264,2.532082851110252
Man,EEBE,First,5,8100.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,1.0,0.0,41.53956503564815,2.213567934259259,18.88154630414079
Man,ETSEIB,Fourth,5,8008.0,Yes,No,Yes,No,No,No,No,Yes,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.396047115985134,2.160624880669145,4.237462474813749
Man,EEBE,Second,5,8770.0,Yes,No,Yes,No,No,Yes,No,No,3,0.3333333333333333,0.6666666666666666,0.0,41.411114075,1.787593925,27.1732390066684
Woman,EEABB,First,2,8015.0,Yes,Yes,No,Yes,No,No,No,No,1,0.0,1.0,0.0,41.37769295381944,2.157903889236111,4.0811379716437495
Woman,EEBE,Fourth,3,43202.0,Yes,No,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.15520832,1.1003554111111111,88.54707373394075
Man,EPSEM,First,5,43005.0,Yes,No,No,No,Yes,No,No,No,1,1.0,0.0,0.0,41.11651317454545,1.243376538181818,78.72944802109521
Man,EPSEM,First,5,8242.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.0,1.0,41.73079093225807,1.825638696774193,44.90162952906903
Woman,ETSETB,First,5,8800.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.22357625993385,1.7172047798305676,37.70504617773941
Man,ESEIAAT,First,5,8232.0,Yes,Yes,No,Yes,No,No,No,No,2,0.5,0.0,0.5,41.56451143006993,1.955626879020979,23.510771351334725
Woman,EEBE,First,5,8904.0,Yes,No,No,No,No,Yes,No,No,1,1.0,0.0,0.0,41.37349974528302,2.116355579245284,1.6737779012254774
Man,EEBE,Third,4,8027.0,Yes,No,No,Yes,No,No,Yes,No,3,0.0,0.3333333333333333,0.6666666666666666,41.42210114836013,2.1859659655305466,7.315332171609159
Man,EEABB,Fourth,4,43883.0,Yes,No,Yes,No,No,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.18112743333333,1.4647997333333334,58.8156016409104
Man,FIB,First,5,8901.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.36177004311927,2.10426013440367,2.9728101549659915
Man,ETSEIB,First,4,8027.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.42210114836013,2.1859659655305466,7.315332171609159
Woman,ETSAB,Fourth,5,8034.0,Yes,No,No,No,No,No,Yes,No,3,0.0,0.0,1.0,41.39371482472387,2.117848473831776,0.8468604032086408
Man,ETSEIB,First,5,8001.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.38059519199438,2.169557888623596,4.960133018364982
