gender,center,year,days,postal,s1,s2,s3,same_route,r_fastest,r_cheapest,r_confortable,r_onlyoption,r_environmental,r_healthiest,r_needprivate,total_travels,Distance,active_ratio,private_ratio,public_ratio
Man,FIB,Fourth,1,8940.0,Bus,Underground,,No,Yes,No,Yes,No,No,No,No,4,4.031246496663568,0.25,0.0,0.75
Woman,EPSEM,Second,5,8251.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,Yes,No,No,No,No,3,49.92994062434632,0.0,1.0,0.0
Man,ESEIAAT,Fourth,1,8140.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,On foot,Yes,No,No,No,No,No,No,Yes,3,27.48596600900241,0.6666666666666666,0.3333333333333333,0.0
Woman,ETSEIB,First,4,8390.0,On foot,Renfe,Underground,Yes,Yes,Yes,No,No,No,No,No,3,16.57902347718014,0.3333333333333333,0.0,0.6666666666666666
Man,ETSEIB,Second,4,8030.0,Bicycle,Bicycle,Bicycle,Yes,Yes,No,No,No,No,Yes,No,3,8.515615293430308,1.0,0.0,0.0
Woman,EEABB,First,4,8016.0,Renfe,Renfe,On foot,No,No,Yes,No,Yes,No,No,No,6,7.707002026861444,0.3333333333333333,0.0,0.6666666666666666
Woman,EPSEB,Fourth,4,8204.0,On foot,Renfe,Underground,Yes,Yes,No,No,No,No,No,Yes,3,15.64034299750116,0.3333333333333333,0.0,0.6666666666666666
Man,ESEIAAT,Third,5,8222.0,On foot,On foot,On foot,Yes,Yes,No,No,Yes,No,No,No,3,20.846935000968863,1.0,0.0,0.0
Man,EPSEM,Third,5,25001.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,No,No,No,No,Yes,1,125.26397914937355,0.0,1.0,0.0
Man,ESEIAAT,First,5,8262.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,On foot,Yes,Yes,Yes,No,No,No,No,No,3,51.60832484621605,0.3333333333333333,0.3333333333333333,0.3333333333333333
Woman,ESEIAAT,Second,5,8023.0,On foot,FGC,On foot,Yes,No,Yes,No,No,Yes,No,No,3,3.853847488256764,0.6666666666666666,0.0,0.3333333333333333
Woman,ETSAB,Third,5,8028.0,Underground,Tram,,Yes,Yes,No,No,No,No,No,No,2,1.6130676235951116,0.0,0.0,1.0
Woman,ESEIAAT,Third,5,8691.0,Combustion or electric motorcycle with non-renewable source charging,Renfe,FGC,Yes,No,No,No,Yes,No,No,No,3,33.158771172604084,0.0,0.3333333333333333,0.6666666666666666
Woman,EPSEB,Third,4,8018.0,Bus,Bus,Bus,No,Yes,No,Yes,No,No,No,No,6,6.962340961738018,0.0,0.0,1.0
Woman,EPSEB,Fourth,1,8304.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,Yes,No,No,No,No,1,34.44847245726733,0.0,1.0,0.0
Man,EPSEVG,Third,2,8800.0,On foot,,,Yes,No,Yes,No,No,No,No,No,1,37.70504617773941,1.0,0.0,0.0
Woman,ETSEIB,Second,3,8940.0,Underground,Tram,,Yes,Yes,No,No,No,No,No,No,2,4.031246496663568,0.0,0.0,1.0
Man,EPSEM,Second,5,8787.0,On foot,FGC,Bus,Yes,No,Yes,No,No,No,No,No,3,42.23483844455691,0.3333333333333333,0.0,0.6666666666666666
Woman,EPSEVG,First,5,8870.0,On foot,Renfe,,Yes,Yes,No,Yes,No,No,No,No,2,30.273785003137416,0.5,0.0,0.5
Man,ETSETB,Second,5,8015.0,On foot,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,4.0811379716437495,0.6666666666666666,0.0,0.3333333333333333
NR/DK,EEBE,First,5,8820.0,Bus,Bus,On foot,No,Yes,No,Yes,No,No,No,No,6,7.181665825639808,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,First,4,8032.0,On foot,On foot,On foot,Yes,Yes,No,No,No,No,No,No,3,5.693615561251612,1.0,0.0,0.0
Man,ETSETB,Third,5,8193.0,FGC,On foot,,Yes,No,No,No,No,Yes,Yes,No,2,12.57448848957452,0.5,0.0,0.5
Woman,ETSEIB,Third,5,8007.0,Bicycle,Bicycle,Bicycle,Yes,Yes,No,No,No,Yes,No,No,3,4.547365145547395,1.0,0.0,0.0
Woman,ETSAB,Fourth,4,8028.0,On foot,On foot,Bicycle,Yes,No,Yes,No,No,Yes,No,No,3,1.6130676235951116,1.0,0.0,0.0
Man,ETSEIB,First,5,8024.0,Bus,,,Yes,No,Yes,Yes,No,No,No,No,1,4.785385490636497,0.0,0.0,1.0
Woman,FIB,First,5,8028.0,,Underground,Tram,No,No,No,No,No,No,Yes,No,4,1.6130676235951116,0.0,0.0,1.0
Man,EPSEB,Second,4,8904.0,On foot,Bicycle,On foot,Yes,No,Yes,No,No,Yes,No,No,3,1.6737779012254774,1.0,0.0,0.0
Man,EEABB,Second,3,8401.0,On foot,Renfe,,Yes,Yes,Yes,No,No,No,No,No,2,28.317134785998874,0.5,0.0,0.5
Man,FIB,Fourth,1,8025.0,Scooter (or other micro-mobility devices) with non-renewable charging,Underground,Scooter (or other micro-mobility devices) with non-renewable charging,Yes,Yes,No,Yes,No,No,No,No,3,5.515904036968885,0.0,0.6666666666666666,0.3333333333333333
Woman,FIB,First,4,8001.0,On foot,Underground,,Yes,Yes,No,Yes,No,No,No,No,2,4.960133018364982,0.5,0.0,0.5
Woman,FNB,Fourth,3,8775.0,Bus,On foot,Underground,Yes,No,No,Yes,No,No,No,No,3,32.61313267979174,0.3333333333333333,0.0,0.6666666666666666
Man,ESEIAAT,Second,5,8222.0,On foot,,,Yes,Yes,No,No,Yes,No,No,No,1,20.846935000968863,1.0,0.0,0.0
Man,FIB,Third,4,8023.0,Underground,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",No,Yes,Yes,No,No,No,No,No,6,3.853847488256764,0.3333333333333333,0.5,0.1666666666666666
Man,ESEIAAT,First,4,8025.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,No,No,No,No,No,3,5.515904036968885,0.0,1.0,0.0
Man,ETSETB,Fourth,6,8173.0,Combustion or electric motorcycle with non-renewable source charging,FGC,On foot,Yes,No,No,Yes,Yes,No,No,No,3,9.970215712463055,0.3333333333333333,0.3333333333333333,0.3333333333333333
Man,ESEIAAT,Fourth,5,8002.0,On foot,On foot,On foot,Yes,No,No,No,Yes,No,No,No,3,5.505338253143316,1.0,0.0,0.0
Man,EEBE,First,5,8012.0,Underground,,,Yes,Yes,No,Yes,No,No,No,No,1,4.166350464626095,0.0,0.0,1.0
Woman,EEBE,Third,4,8911.0,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,No,No,No,No,No,Yes,3,13.901078426337602,0.0,1.0,0.0
Man,EEBE,Second,5,8028.0,,,Underground,No,No,No,No,Yes,No,No,No,4,1.6130676235951116,0.25,0.0,0.75
Man,EEBE,Second,5,8810.0,On foot,Bus,Underground,Yes,Yes,No,Yes,No,No,No,No,3,31.10786686418033,0.3333333333333333,0.0,0.6666666666666666
Man,EEBE,Fourth,5,8850.0,Bus,Underground,Tram,Yes,No,No,Yes,No,No,No,No,3,14.213448206259708,0.0,0.0,1.0
Man,ETSEIB,Fourth,3,43005.0,Combustion or electric motorcycle with non-renewable source charging,Renfe,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,No,Yes,No,Yes,No,No,No,3,78.72944802109521,0.0,0.6666666666666666,0.3333333333333333
Man,EEBE,Fourth,4,8021.0,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,No,Yes,No,No,No,No,3,2.6941059454559344,0.0,1.0,0.0
Man,FNB,First,5,8930.0,,Underground,,Yes,Yes,No,No,Yes,No,No,No,1,10.12337740984334,0.0,0.0,1.0
Man,EEBE,First,6,8016.0,On foot,Underground,On foot,Yes,No,Yes,No,No,Yes,No,No,3,7.707002026861444,0.6666666666666666,0.0,0.3333333333333333
Man,FIB,Second,5,8906.0,On foot,Underground,On foot,Yes,Yes,No,Yes,No,No,No,No,3,2.127693571837536,0.6666666666666666,0.0,0.3333333333333333
NR/DK,ETSECCPB,Fourth,5,8904.0,Bicycle,Scooter (or other micro-mobility devices) with renewable charging,On foot,Yes,Yes,No,No,No,No,No,No,3,1.6737779012254774,0.6666666666666666,0.3333333333333333,0.0
Man,ESEIAAT,First,5,8034.0,Electric motorcycle,FGC,On foot,Yes,Yes,No,No,Yes,No,No,No,3,0.8468604032086408,0.3333333333333333,0.3333333333333333,0.3333333333333333
Man,ETSEIB,Third,5,8173.0,On foot,FGC,Bus,Yes,Yes,Yes,No,No,No,No,No,3,9.970215712463055,0.3333333333333333,0.0,0.6666666666666666
Woman,FME,Second,5,8034.0,On foot,Bicycle,On foot,Yes,Yes,Yes,No,No,No,No,No,3,0.8468604032086408,1.0,0.0,0.0
Woman,FOOT,First,3,8027.0,Underground,Renfe,FGC,No,Yes,No,No,Yes,No,No,No,6,7.315332171609159,0.0,0.0,1.0
Woman,ESEIAAT,Second,5,8210.0,On foot,Renfe,FGC,No,Yes,No,No,No,No,No,No,6,14.368008639254596,0.3333333333333333,0.0,0.6666666666666666
Man,EPSEM,Third,5,8242.0,On foot,,,Yes,No,No,No,No,No,No,No,1,44.90162952906903,1.0,0.0,0.0
Man,FME,Third,5,8028.0,On foot,On foot,On foot,Yes,Yes,No,No,No,No,No,No,3,1.6130676235951116,1.0,0.0,0.0
Man,ETSEIB,Second,3,8029.0,Bus,Bus,Bus,No,Yes,No,Yes,No,No,No,No,6,2.956172645857166,0.1666666666666666,0.0,0.8333333333333334
Man,ESEIAAT,Second,3,8757.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,Yes,No,No,No,No,3,16.820622285560397,0.0,1.0,0.0
Woman,EPSEVG,Fourth,2,17458.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,Yes,No,No,No,No,1,83.79748041134717,0.0,1.0,0.0
Man,FME,First,5,8005.0,On foot,Underground,Underground,Yes,Yes,No,No,No,No,No,No,3,7.629993511144085,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,Fourth,3,8028.0,On foot,,,Yes,No,Yes,No,No,Yes,No,No,1,1.6130676235951116,1.0,0.0,0.0
Man,ETSEIB,Third,3,8015.0,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,No,No,No,No,No,No,3,4.0811379716437495,0.0,1.0,0.0
Man,EPSEVG,Fourth,5,8770.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,No,No,No,Yes,No,No,No,1,27.1732390066684,0.0,1.0,0.0
Woman,FOOT,Fourth,2,8901.0,,,Renfe,Yes,No,No,No,Yes,No,No,No,1,2.9728101549659915,0.0,0.0,1.0
Woman,ETSEIB,Second,5,8034.0,Bicycle,On foot,,Yes,Yes,No,No,Yes,No,No,No,2,0.8468604032086408,1.0,0.0,0.0
Woman,ETSETB,Third,5,8036.0,Tram,Bus,On foot,Yes,Yes,Yes,No,No,No,No,No,3,3.4075132374150914,0.3333333333333333,0.0,0.6666666666666666
Man,EEBE,Fourth,5,8031.0,Combustion or electric motorcycle with non-renewable source charging,,,No,Yes,No,No,No,No,No,Yes,2,6.556434297087386,0.0,1.0,0.0
Man,EPSEB,Fourth,5,8014.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,No,No,No,No,No,1,2.532082851110252,0.0,1.0,0.0
Man,EETAC,Fourth,5,8130.0,On foot,Bus,Renfe,Yes,No,No,No,Yes,No,No,No,3,17.07623617785094,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,Third,5,8304.0,Bus,Underground,On foot,Yes,No,Yes,No,No,No,No,Yes,3,34.44847245726733,0.3333333333333333,0.0,0.6666666666666666
Woman,EEBE,Fourth,4,8029.0,Underground,Bus,Tram,Yes,No,Yes,Yes,No,No,No,No,3,2.956172645857166,0.0,0.0,1.0
Man,FIB,Fourth,3,8820.0,Underground,,,Yes,Yes,No,Yes,No,No,No,No,1,7.181665825639808,0.0,0.0,1.0
Man,EEBE,First,3,8820.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,No,No,No,No,Yes,1,7.181665825639808,0.0,1.0,0.0
Woman,ETSETB,Third,5,8224.0,On foot,,FGC,Yes,Yes,No,No,Yes,No,No,No,2,21.24695714606752,0.5,0.0,0.5
Man,EPSEM,Fourth,3,8250.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,Yes,No,No,No,No,1,47.00767122588665,0.0,1.0,0.0
Man,EPSEVG,Fourth,3,8784.0,,,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,Yes,No,No,No,No,No,1,34.43234545513585,0.0,1.0,0.0
Man,ESEIAAT,Third,5,8041.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,Yes,No,Yes,No,No,No,No,2,6.372840174770625,0.5,0.5,0.0
Man,ETSEIB,First,5,8029.0,On foot,Tram,,Yes,No,No,Yes,No,No,No,No,2,2.956172645857166,0.5,0.0,0.5
Man,ESEIAAT,Third,4,8110.0,On foot,Renfe,On foot,Yes,No,Yes,No,Yes,No,No,No,3,12.117783622630771,0.6666666666666666,0.0,0.3333333333333333
Woman,ETSAV,Fourth,4,8225.0,Scooter (or other micro-mobility devices) with non-renewable charging,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",FGC,Yes,No,Yes,No,No,No,No,No,3,22.64752581936345,0.0,0.6666666666666666,0.3333333333333333
Woman,EEABB,Third,4,43005.0,Renfe,Renfe,Renfe,Yes,No,Yes,Yes,No,No,No,No,3,78.72944802109521,0.0,0.0,1.0
Man,FIB,Fourth,3,8302.0,Renfe,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,31.688887640233293,0.3333333333333333,0.0,0.6666666666666666
Woman,ETSAB,First,3,8026.0,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,No,Yes,Yes,No,No,No,No,No,6,6.751936546524625,0.6666666666666666,0.1666666666666666,0.1666666666666666
Woman,EPSEB,First,2,8191.0,On foot,FGC,Underground,No,Yes,No,Yes,No,No,No,No,6,13.838861668490374,0.3333333333333333,0.0,0.6666666666666666
Man,EEBE,Fourth,3,8302.0,Renfe,Tram,,Yes,No,Yes,No,No,No,No,Yes,2,31.688887640233293,0.0,0.0,1.0
Woman,EEABB,First,5,8850.0,Bus,,On foot,Yes,Yes,No,Yes,No,No,No,No,2,14.213448206259708,0.5,0.0,0.5
Woman,FIB,Second,3,8036.0,Scooter (or other micro-mobility devices) with renewable charging,Scooter (or other micro-mobility devices) with renewable charging,Scooter (or other micro-mobility devices) with renewable charging,Yes,Yes,Yes,No,No,No,No,No,3,3.4075132374150914,0.0,1.0,0.0
Man,ETSETB,Third,5,8032.0,Underground,On foot,,No,No,Yes,No,No,Yes,No,No,4,5.693615561251612,0.5,0.0,0.5
Woman,EEABB,Third,4,8030.0,On foot,Renfe,,No,Yes,Yes,No,No,No,No,No,4,8.515615293430308,0.25,0.0,0.75
Woman,ETSETB,Fourth,1,8014.0,Bus,Bus,Bus,Yes,No,Yes,Yes,No,No,No,No,3,2.532082851110252,0.0,0.0,1.0
Woman,ESEIAAT,First,2,8700.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,Yes,Yes,No,No,Yes,No,No,No,2,46.50632225037548,0.0,1.0,0.0
Man,EPSEM,First,4,8630.0,On foot,FGC,On foot,Yes,No,No,No,Yes,No,No,No,3,22.590817559525032,0.6666666666666666,0.0,0.3333333333333333
Woman,EPSEB,Second,4,8904.0,Underground,Underground,,Yes,Yes,Yes,No,No,No,No,No,2,1.6737779012254774,0.0,0.0,1.0
Man,ETSETB,Fourth,5,8027.0,Underground,,,Yes,Yes,No,Yes,No,No,No,No,1,7.315332171609159,0.0,0.0,1.0
Woman,ETSECCPB,Second,4,8024.0,On foot,Bus,On foot,Yes,No,Yes,No,No,No,No,No,3,4.785385490636497,0.6666666666666666,0.0,0.3333333333333333
Man,ESEIAAT,Second,4,8222.0,On foot,,,Yes,Yes,No,No,No,No,No,No,1,20.846935000968863,1.0,0.0,0.0
NR/DK,ETSAB,Fourth,4,8028.0,Combustion or electric motorcycle with non-renewable source charging,,,No,No,Yes,Yes,No,No,No,No,2,1.6130676235951116,0.0,1.0,0.0
Woman,ETSECCPB,Third,5,8005.0,Underground,Underground,Underground,No,Yes,No,No,No,Yes,No,No,6,7.629993511144085,0.0,0.0,1.0
Woman,FIB,First,5,8027.0,On foot,Underground,On foot,Yes,Yes,No,No,No,No,No,No,3,7.315332171609159,0.6666666666666666,0.0,0.3333333333333333
Man,FIB,First,3,8173.0,On foot,FGC,On foot,Yes,Yes,No,Yes,No,No,No,No,3,9.970215712463055,0.6666666666666666,0.0,0.3333333333333333
Woman,EETAC,Second,5,8020.0,Underground,Renfe,On foot,No,No,Yes,No,No,Yes,No,No,6,8.414853093004373,0.5,0.0,0.5
Man,EPSEB,Fourth,1,7702.0,Renfe,Underground,On foot,Yes,No,Yes,No,No,No,No,No,3,247.131069212702,0.3333333333333333,0.0,0.6666666666666666
Man,FNB,First,5,8011.0,Scooter (or other micro-mobility devices) with renewable charging,,,Yes,Yes,Yes,No,No,No,No,No,1,4.0258558548027,0.0,1.0,0.0
Man,FIB,Fourth,3,8402.0,Renfe,Underground,On foot,Yes,No,Yes,No,No,Yes,No,No,3,28.284885074428946,0.3333333333333333,0.0,0.6666666666666666
Man,ESEIAAT,Fourth,5,8221.0,On foot,Bicycle,Scooter (or other micro-mobility devices) with non-renewable charging,Yes,No,Yes,Yes,No,No,No,No,3,21.2645722256118,0.6666666666666666,0.3333333333333333,0.0
Man,ETSECCPB,Third,5,17001.0,Renfe,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,88.64510587756936,0.3333333333333333,0.0,0.6666666666666666
Woman,ETSETB,Second,5,8302.0,Bus,Underground,On foot,Yes,Yes,No,Yes,No,No,No,No,3,31.688887640233293,0.3333333333333333,0.0,0.6666666666666666
Man,EPSEB,Fourth,1,17217.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,No,No,No,No,No,No,Yes,3,392.4869221970227,0.0,1.0,0.0
Man,FIB,Third,5,8913.0,Underground,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,No,No,No,Yes,No,No,No,3,10.587921846111517,0.3333333333333333,0.3333333333333333,0.3333333333333333
Man,FME,Second,5,8395.0,Renfe,Underground,On foot,Yes,No,No,No,Yes,No,No,No,3,48.95019292917832,0.3333333333333333,0.0,0.6666666666666666
Man,ETSAB,First,5,8037.0,Bicycle,Bus,Tram,Yes,Yes,No,No,No,No,No,No,3,4.667536874203934,0.3333333333333333,0.0,0.6666666666666666
Man,EETAC,First,5,8030.0,Renfe,On foot,,Yes,Yes,No,Yes,No,No,No,No,2,8.515615293430308,0.5,0.0,0.5
Woman,EPSEB,Third,5,8031.0,Underground,,,Yes,No,Yes,Yes,No,No,No,No,1,6.556434297087386,0.0,0.0,1.0
Woman,ESEIAAT,First,4,8003.0,FGC,On foot,FGC,Yes,Yes,No,No,No,No,No,No,3,5.795446271750349,0.3333333333333333,0.0,0.6666666666666666
Woman,FOOT,First,4,8233.0,Renfe,On foot,,Yes,No,No,No,Yes,No,No,No,2,29.190310522639795,0.5,0.0,0.5
Woman,ETSAB,First,2,8904.0,On foot,On foot,On foot,Yes,No,No,No,No,No,Yes,No,3,1.6737779012254774,1.0,0.0,0.0
Woman,FOOT,Fourth,5,8242.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,On foot,Yes,No,No,Yes,No,No,No,No,3,44.90162952906903,0.3333333333333333,0.3333333333333333,0.3333333333333333
Woman,EEABB,Second,5,8850.0,On foot,Bus,Renfe,Yes,Yes,No,Yes,No,No,No,No,3,14.213448206259708,0.3333333333333333,0.0,0.6666666666666666
Man,EEBE,Second,5,8390.0,Renfe,Tram,,Yes,Yes,No,Yes,No,No,No,No,2,16.57902347718014,0.0,0.0,1.0
Man,ETSAB,Fourth,5,8629.0,Electric vehicle (with Zero label and renewable source charging),Electric vehicle (with Zero label and renewable source charging),Electric vehicle (with Zero label and renewable source charging),Yes,No,No,No,No,No,No,Yes,3,10.930739671532496,0.0,1.0,0.0
Man,FIB,Fourth,3,8006.0,On foot,Bus,On foot,Yes,Yes,No,Yes,No,No,No,No,3,3.502310723990852,0.6666666666666666,0.0,0.3333333333333333
Man,ETSETB,Third,5,8840.0,On foot,Bus,On foot,Yes,No,Yes,Yes,No,No,No,No,3,11.383637000140949,0.6666666666666666,0.0,0.3333333333333333
Man,ESEIAAT,Fourth,3,8222.0,On foot,On foot,On foot,Yes,Yes,No,Yes,No,No,No,No,3,20.846935000968863,1.0,0.0,0.0
Man,ESEIAAT,Fourth,4,17003.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,No,No,No,No,Yes,1,87.23690996544502,0.0,1.0,0.0
Woman,EEBE,Second,4,8204.0,Renfe,Underground,Tram,Yes,No,Yes,Yes,No,No,No,No,3,15.64034299750116,0.0,0.0,1.0
Woman,ETSEIB,Third,4,8012.0,On foot,Bus,,Yes,No,Yes,Yes,No,No,No,No,2,4.166350464626095,0.5,0.0,0.5
Man,ESEIAAT,First,4,8403.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,Yes,No,No,No,No,1,28.562472907543693,0.0,1.0,0.0
Woman,EPSEB,Fourth,3,8912.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,No,No,No,No,Yes,1,12.450328346091144,0.0,1.0,0.0
Man,EPSEM,First,5,8290.0,On foot,,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,No,No,No,No,Yes,2,11.601900107089728,0.5,0.5,0.0
Man,ETSEIB,First,5,8940.0,Tram,Tram,Tram,Yes,Yes,No,Yes,No,No,No,No,3,4.031246496663568,0.0,0.0,1.0
Man,ETSAB,Fourth,2,8005.0,Bus,Bus,Bus,No,Yes,Yes,No,No,No,No,No,6,7.629993511144085,0.0,0.0,1.0
Woman,EEBE,Second,5,8970.0,Renfe,Tram,On foot,Yes,Yes,Yes,No,No,No,No,No,3,4.543343211547399,0.3333333333333333,0.0,0.6666666666666666
Man,EEBE,Third,5,8018.0,Bicycle,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Underground,Yes,Yes,No,Yes,No,No,No,No,3,6.962340961738018,0.3333333333333333,0.3333333333333333,0.3333333333333333
Man,ETSEIB,First,3,8028.0,On foot,Bus,Renfe,Yes,No,Yes,No,No,No,No,No,3,1.6130676235951116,0.3333333333333333,0.0,0.6666666666666666
Woman,FME,First,5,8014.0,Underground,On foot,,Yes,Yes,Yes,No,No,No,No,No,2,2.532082851110252,0.5,0.0,0.5
Man,EEBE,First,5,8100.0,Renfe,Underground,Tram,Yes,Yes,No,Yes,No,No,No,No,3,18.88154630414079,0.0,0.0,1.0
Man,ETSEIB,Fourth,5,8008.0,Combustion or electric motorcycle with non-renewable source charging,On foot,Bus,Yes,No,Yes,No,No,No,No,Yes,3,4.237462474813749,0.3333333333333333,0.3333333333333333,0.3333333333333333
Man,EEBE,Second,5,8770.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,Tram,Yes,No,Yes,No,No,Yes,No,No,3,27.1732390066684,0.0,0.3333333333333333,0.6666666666666666
Woman,EEABB,First,2,8015.0,Bus,,,Yes,Yes,No,Yes,No,No,No,No,1,4.0811379716437495,0.0,0.0,1.0
Woman,EEBE,Fourth,3,43202.0,Renfe,Tram,On foot,Yes,No,Yes,No,No,No,No,No,3,88.54707373394075,0.3333333333333333,0.0,0.6666666666666666
Man,EPSEM,First,5,43005.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,No,No,No,Yes,No,No,No,1,78.72944802109521,0.0,1.0,0.0
Man,EPSEM,First,5,8242.0,On foot,On foot,On foot,Yes,Yes,No,No,No,No,No,No,3,44.90162952906903,1.0,0.0,0.0
Woman,ETSETB,First,5,8800.0,On foot,Renfe,Underground,Yes,Yes,No,Yes,No,No,No,No,3,37.70504617773941,0.3333333333333333,0.0,0.6666666666666666
Man,ESEIAAT,First,5,8232.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,Yes,No,Yes,No,No,No,No,2,23.510771351334725,0.5,0.5,0.0
Woman,EEBE,First,5,8904.0,,,Scooter (or other micro-mobility devices) with renewable charging,Yes,No,No,No,No,Yes,No,No,1,1.6737779012254774,0.0,1.0,0.0
Man,EEBE,Third,4,8027.0,On foot,Tram,On foot,Yes,No,No,Yes,No,No,Yes,No,3,7.315332171609159,0.6666666666666666,0.0,0.3333333333333333
Man,EEABB,Fourth,4,43883.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,On foot,Yes,No,Yes,No,No,No,No,No,3,58.8156016409104,0.3333333333333333,0.3333333333333333,0.3333333333333333
Man,FIB,First,5,8901.0,On foot,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,2.9728101549659915,0.6666666666666666,0.0,0.3333333333333333
Man,ETSEIB,First,4,8027.0,On foot,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,7.315332171609159,0.6666666666666666,0.0,0.3333333333333333
Woman,ETSAB,Fourth,5,8034.0,On foot,On foot,On foot,Yes,No,No,No,No,No,Yes,No,3,0.8468604032086408,1.0,0.0,0.0
Man,ETSEIB,First,5,8001.0,On foot,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,4.960133018364982,0.6666666666666666,0.0,0.3333333333333333
Man,FNB,Third,4,8840.0,On foot,Renfe,On foot,Yes,Yes,No,No,No,No,No,No,3,11.383637000140949,0.6666666666666666,0.0,0.3333333333333333
Woman,ETSECCPB,Second,5,8028.0,On foot,Bicycle,On foot,Yes,Yes,No,No,No,No,Yes,No,3,1.6130676235951116,1.0,0.0,0.0
